"NICK'S CHILLED & DISTILLED ","102 CHURCH HILL ROAD, SANDY HOOK, CT"
"CRUSHED GRAPE (THE)","254 MELBA STREET, MILFORD, CT 06460"
"LINDA'S LIQUORS & WINES ","350 BRIDGEPORT AVENUE, SHELTON, CT"
"WHITE HILLS WINE & SPIRITS","206 LEAVENWORTH ROAD, SHELTON, CT"
"WINES AND MORE II - MILFORD","5 EASTERN STEEL ROAD, MILFORD, CT 06460"
"BONFIRE GRILLE [10639]","186 HILLSIDE AVENUE, MILFORD, CT"
"WHOLE FOODS MARKET - MILFORD ","1686 BOSTON POST ROAD, MILFORD, CT"
"LAKESIDE WINE & LIQUOR","236 ROOSEVELT DRIVE, MONROE, CT"
"PORKYS CAFE","50 CENTER STREET, SHELTON, CT"
"DERBY DISCOUNT LIQUOR","441 ROOSEVELT DRIVE, DERBY, CT"
"LINDA'S WINES & LIQUORS","179 ROOSEVELT DRIVE #3-4-5, SEYMOUR, CT"
"NEW ENGLAND BEVERAGE ","560 BOSTON POST ROAD, ORANGE, CT"
"DEW DROP INN","25 NORTH AVENUE, DERBY, CT 06418"
"ON THE ROCKS SPIRIT SHOP ","1385 NEW HAVEN AVENUE, MILFORD, CT"
"WINE & LIQUOR OUTLET - BEVMAX","528 BOSTON POST ROAD, ORANGE, CT"
"VALLEY PACKAGE STORE","445 DANBURY RD, NEW MILFORD, CT"
"OCEANVIEW FINE WINE & SPIRIT","6 JONES HILL ROAD, WEST HAVEN, CT 06516"
"SILVERBROOK WINE & LIQUOR ","374 BOSTON POST ROAD, ORANGE, CT"
"OLA - ORANGE ","350 BOSTON POST ROAD, ORANGE, CT"
"ANSONIA WINE & LIQUOR ","136 DIVISION STREET, ANSONIA, CT"
"LIQUOR FACTORY","656 NEW HAVEN AVENUE STE 2, DERBY, CT 06418"
"T H C THE HOPS COMPANY ","77 SODOM LANE, DERBY, CT"
"VALLEY DISCOUNT LIQUOR ","555 MAIN STREET, ANSONIA, CT"
"HALF TIME BEVERAGE","2290 SOUTH RD, POUGHKEEPSIE, NY 12601"
"HOMETOWN LIQUOR","221 DANBURY RD, NEW MILFORD, CT"
"MAGGIE MCFLY'S SOUTHBURY","971 MAIN STREET SOUTH, SOUTHBURY, CT 06488"
"NEJAIMES WINE & SPIRITS","164 DANBURY RD #5, NEW MILFORD, CT"
"WAREHOUSE WINE & LIQUOR STHBY","775 MAIN STREET, SOUTHBURY, CT"
"CLASSIC LIQUORS (NM)","149 DANBURY RD, NEW MILFORD, CT 06776"
"B&B Beverages - Doylestown","3670 Saw Mill Rd, Doylestown, PA 18902"
"CASPER'S WINE & SPIRITS","1 VILLAGE STREET- 519 HERITAGE, SOUTHBURY, CT"
"SID'S PACKAGE STORE ","258 PLATT AVENUE, WEST HAVEN, CT"
"LAKE WINE & SPIRITS ","180 MAIN STREET SOUTH, SOUTHBURY, CT"
"WAREHOUSE WINES & SPIRITS","480 ELM STREET, WEST HAVEN, CT"
"BIG Y - N M","3 KENT RD., NEW MILFORD, CT"
"VETERANS PLAZA DBA BEVMAX","1 KENT RD, NEW MILFORD, CT"
"ZACHARYS PACKAGE STORE","375 ELM STREET, NEW HAVEN, CT"
"HOUSATONIC RIVER BREWING","30 KENT ROAD, NEW MILFORD, CT"
"PREMIER WINE & SPIRITS ","100 MAIN STREET NORTH, SOUTHBURY, CT"
"NEW MILFORD SPIRIT","16 PROSPECT HILL ROAD, NEW MILFORD, CT 06776"
"CENTER PACKAGE STORE ","545 CAMPBELL AVENUE, WEST HAVEN, CT"
"MOUNTAIN ROAD WINE & LIQUOR ","253 WEST STREET, SEYMOUR, CT"
"COOL HAND DUKE S","59 BANK STREET, NEW MILFORD, CT 06776"
"ZARAGOZA","31 BANK STREET, NEW MILFORD, CT 06776"
"DAGWOODS","300 KENT ROAD, NEW MILFORD, CT 06777"
"THRIFTY BEVERAGE","489 FREEDOM PLAINS RD, POUGHKEEPSIE, NY"
"WINES & SPIRITS AT ROXBURY ST","162 BAKER ROAD UNIT 3, ROXBURY, CT 06783"
"B & L PACKAGE","49 NEW HAVEN AVENUE, SEYMOUR, CT"
"SHELL AND BONES","100 SOUTH WATER STREET, NEW HAVEN, CT"
"Wegmans","3791 Easton-Nazareth Hwy, Nazareth, PA"
"AMITY WINE & SPIRITS - N.H. ","95 AMITY ROAD STE 2, NEW HAVEN, CT"
"MIDWAY WINE & LIQUORS","90 PARK LAN, NEW MILFORD, CT"
"Wegmans","1405 N Main St, Warrington, PA"
"LIQUOR WORLD - NEW HAVEN (NEW) ","535 WHALLEY AVENUE, NEW HAVEN, CT"
"BAR ","254 CROWN STREET, NEW HAVEN, CT"
"SHAMROCK BEER & TOBACCO","3565 ROUTE 9W, HIGHLAND, NY 12528"
"PACIFIC STANDARD TAVERN ","212 CROWN STREET, NEW HAVEN, CT"
"WINE THIEF DOWNTOWN (THE)","181 CROWN STREET, NEW HAVEN, CT"
"CASK REPUBLIC - NEW HAVEN ","179 CROWN STREET, NEW HAVEN, CT"
"TEMPLE WINE & LIQUOR","161 TEMPLE STREET, NEW HAVEN, CT"
"SHERKAHN ","65 BROADWAY, NEW HAVEN, CT"
"ELM CITY MARKET ","777 CHAPEL STREET, NEW HAVEN, CT"
"STATE HOUSE (THE) ","760 CHAPEL STREET, NEW HAVEN, CT"
"ZAFRA ","259 ORANGE STREET, NEW HAVEN, CT"
"LA BELLA VITA WINE & LIQUOR","175 WOOSTER STREET, NEW HAVEN, CT"
"NUTMEG WINE & SPIRIT SHOPPE","660 MAIN ST SOUTH, WOODBURY, CT 06798"
"NEW BOTTLE SHOP (THE) ","492 ORANGE STREET, NEW HAVEN, CT"
"GRAPES AND GRAINS","192 FORBES AVENUE, NEW HAVEN, CT 06512"
"NEW HAVEN LAWN CLUB","193 WHITNEY AVENUE, NEW HAVEN, CT"
"SOUTH SHORE WINE & SPIRIT ","662 COE AVENUE, EAST HAVEN, CT"
"BEACON BEER & BEVERAGE ","15 NORTH MAIN STREET, BEACON FALLS, CT"
"WINE THIEF (THE) ","378 WHITNEY AVENUE, NEW HAVEN, CT"
"NEXT DOOR","175 HUMPHREY STREET, NEW HAVEN, CT"
"Iron Abbey Gastropub","680 Easton Rd, Horsham, PA 19044"
"BOTTLES ","998 STATE STREET, NEW HAVEN, CT"
"ARROYO'S PACKAGE STORE ","341 GRAND AVENUE, NEW HAVEN, CT"
"RIVERHEAD BEVERAGE","998 OSBORNE AVENUE, RIVERHEAD, NY"
"LABONNES -WDBRY","238 MAIN STREET SOUTH, WOODBURY, CT"
"BEAR'S SMOKEHOUSE ","470 JAMES STREET, NEW HAVEN, CT"
"TROLLEY SQUARE ","185 MAIN STREET, EAST HAVEN, CT"
"EAST ROCK BREWING COMPANY & BEER HALL","285 Nicoll St, New Haven, CT"
"NORTHVILLE GENERAL","301 LITCHFIELD RD, NEW MILFORD, CT"
"DISCOUNT LIQUOR/WOODBURY","73 MAIN ST, WOODBURY, CT 06798"
"BULLS BRIDGE COUNTRY STORE","337 KENT ROAD, KENT, CT 06757"
"Forestburgh General Store","2841 NY-42, Forestburgh, NY 12777"
"K&E Discount Beverage","255 Main St, New Paltz, NY 12561"
"Circle M Beverage - Westhampton ","160 Montauk Hwy, Westhampton Beach, NY 11978"
"PLAYWRIGHT IRISH PUB","1232 WHITNEY AVENUE, HAMDEN, CT"
"WHITNEYVILLE FOOD ","1248 WHITNEY AVENUE, HAMDEN, CT"
"McFoxlins","5 Church St, New Paltz, NY"
"WINE BARRELL ","601 WEST MAIN STREET, BRANFORD, CT"
"ROUTE 1 WINE & LIQUOR ","803 WEST MAIN STREET, BRANFORD, CT"
"LOCAL KITCHEN & BEER BAR ","850 WEST MAIN STREET, BRANFORD, CT"
"Big Top Beverages - Abington","1555 Easton Rd, Roslyn, PA 19001"
"CORK & BARREL ","1633 WHITNEY AVENUE, HAMDEN, CT"
"BRANFORD WINE & LIQUOR","1043 WEST MAIN STREET, BRANFORD, CT"
"LIQUOR LAND - BEVMAX ","2165 DIXWELL AVENUE, HAMDEN, CT"
"CROSSPOINT LIQUORS ","799 NEW HAVEN ROAD, NAUGATUCK, CT"
"FINE WINES & LIQUOR","5 MEADOW STREET, NAUGATUCK, CT"
"Whole Foods Jenkintown","1575 The Fairway, Jenkintown, PA 19046"
"HOMETOWN WINE AND LIQUORS ","60 SKIFF STREET, HAMDEN, CT"
"NORTH MART PACKAGE ","2380 DIXWELL AVENUE, HAMDEN, CT"
"OWENEGO INN","40 LINDEN AVENUE, BRANFORD, CT 06405"
"STREGA","576 MAIM STREET, BRANFORD, CT"
"STONY CREEK BREWERY","5 INDIAN NECK AVENUE, BRANFORD, CT 06405"
"FRIKI TIKI (THE)","3 LINDEN AVENUE, BRANFORD, CT 06405"
"INDIAN NECK LIQUOR ","1 SYBIL AVENUE, BRANFORD, CT"
"YANKEE DISCOUNT LIQUOR","664 FOXON ROAD, EAST HAVEN, CT"
"WASHINGTON LIQUOR STORE","3 RIVER RD, WASHINGTON DEPOT, CT 06794"
"COASTAL WINE & SPIRIT ","103 NORTH MAIN STREET, BRANFORD, CT"
"CORNER TAVERN ","178 NORTH MAIN STREET, NAUGATUCK, CT"
"Wegmans","5000 Wegmans Dr, Bethlehem, PA"
"WHITE HORSE PUB & RESTAURANT","258 NEW MILFORD TURNPIKE, NEW PRESTON, CT 06777"
"Beer City","391 W Broad St, Quakertown, PA 18951"
"G W TAVERN","20 BEE BROOK RD, WASHINGTON, CT 06794"
"FOUR CORNERS STORE ","600 MIDDLEBURY ROAD, MIDDLEBURY, CT"
"D & D LIQUORS","143 BRIDGE STREET, NAUGATUCK, CT"
"PETE S PACKAGE STORE","380 NORTH MAIN STREET, NAUGATUCK, CT 06770"
"Wegmans","Montgomery Mall, 500 Montgomery Mall, North Wales, PA"
"COUNTY WINE & SPIRITS","178 NEW MILFORD TURNPIKE, NEW PRESTON, CT"
"MAGGIE MCFLY S - MIDDLEBURY","6 WOODSIDE AVENUE, MIDDLEBURY, CT 06762"
"Beer World - Monticello","77 Pleasant St, Monticello, NY 12701"
"THE OWL","18 E SHORE ROAD, NEW PRESTON MARBLEDALE, CT"
"Whole Foods Spring House","1111 N. Bethlehem Pike, Spring House, PA 19477"
"Link Beverages - Coopersburg","315 E Thomas St, Coopersburg, PA 18036"
"TOWN LINE FINE WINE & LIQUOR ","909 PROSPECT STREET, NAUGATUCK, CT"
"AMITY PACKAGE  - HAMDEN ","3300 WHITNEY AVENUE, HAMDEN, CT"
"FAIRFIELD WINE & LIQUOR","296 FAIRFIELD AVENUE, WATERBURY, CT"
"LAKE WARAMAUG COUNTRY CLUB","22 GOLF LINKS RD, NEW PRESTON, CT 06777"
"KENT WINE & SPIRIT","24 NORTH MAIN STREET, KENT, CT"
"BRANFORD WINE & SPIRITS ","384 EAST MAIN STREET, BRANFORD, CT"
"STONY CREEK PACKAGE STORE","3 THIMBLE ISLAND ROAD, BRANFORD, CT"
"CLASSIC WINE (WTRTWN)","627 STRAITS TPKE, WATERTOWN, CT 06795"
"CHEF S DOOR","544 STRAITS TURNPIKE SUITE 6, WATERTOWN, CT 06795"
"LABONNES-WTRTN","454 STRAITS TPKE, WATERTOWN, CT"
"BROOKLYN CAFE","11 CONGRESS AVENUE, WATERBURY, CT 06708"
"SAV RITE LIQUOR'S ","117 WASHINGTON AVENUE, NORTH HAVEN, CT"
"LOCASCIO LIQUORS ","22 UNION CITY ROAD, PROSPECT, CT"
"GABEL'S WINE SHOP ","22 LEETES ISLAND ROAD, BRANFORD, CT"
"Total Wine - Cherry Hill","2100 Route 38, Cherry Hill, NJ"
"LIQUOR SUPER STORE","1432 MAIN STREET, WATERTOWN, CT"
"HIGHGATE LIQUOR","963 MAIN STREET, WATERTOWN, CT 06795"
"SPIRIT SHOP","657 WATERTOWN AVENUE, WATERBURY, CT"
"Total Beer","2431 Castor Ave, Philadelphia, PA 19134"
"VINES DISTINCTIVE W & L ","323 WASHINGTON AVENUE, NORTH HAVEN, CT"
"NEJAIME'S FINE WINE & SPIRITS","483 MAIN STREET, WATERTOWN, CT"
"VILLAGE WAREHOUSE LIQUOR ","280 BRANFORD ROAD, NORTH BRANFORD, CT"
"B & N PACKAGE STORE","1308 EAST MAIN STREET, WATERBURY, CT"
"NUTMEG FINE WINES & SPIRITS ","1650 WATERTOWN AVENUE, WATERBURY, CT"
"ABV Wholesaler Retail Store","3421 Richmond St., Philadelphia, PA 19134"
"COMMUNITY TABLE RESTAURANT","223 LITCHFIELD TPKE, New Preston, CT 06777"
"84 EAST WINES & LIQUOR ","130 SCOTT ROAD, WATERBURY, CT"
"The Foodery Chestnut Hill","7829 Germantown Ave, Philadelphia, PA 19118"
"WESTWOODS WINE & SPIRITS","2311 BOSTON POST ROAD, GUILFORD, CT 06437"
"TOWNLINE WINE & SPIRITS","2430 FOXON ROAD, NORTH BRANFORD, CT"
"WINE N LIQUOR OUTLET","810 LAKEWOOD ROAD, WATERBURY, CT 06704"
"SACHEM WINE & SPIRITS ","1795 BOSTON POST ROAD, GUILFORD, CT"
"BOTTLE HOUSE ","1261 MERIDEN ROAD, WOLCOTT, CT"
"GUILFORD WINE COMPANY","1200 POST ROAD, GUILFORD, CT"
"LIQUOR MART (THE) ","612 SOUTH COLONY ROAD, WALLINGFORD, CT"
"Kraftwork","541 E Girard Ave, Philadelphia, PA 19125"
"A AND D PACKAGE STORE","38 A SOUTH TURNPIKE ROAD, WALLINGFORD, CT 06492"
"FRANK'S PACKAGE STORE ","15 BOSTON STREET, GUILFORD, CT"
"Bottle Bar East","1308 Frankford Ave., Philadelphia, PA 19125"
"Bottle Bar East","1308 Frankford Ave, Philadelphia, PA 19126"
"Fishtown Brewpub","1101 Frankford Ave, Philadelphia, PA 19125"
"CHESHIRE WINE & SPIRITS ","581 HIGHLAND AVENUE, CHESHIRE, CT"
"Worcester Beverage","1950 S Valley Forge Rd, Norristown, PA 19403"
"VFW WALLINGFORD ","23 PRINCE STREET, WALLINGFORD, CT"
"KC'S PUB ","725 BOSTON POST ROAD, GUILFORD, CT"
"Foodery N. Liberties","837 N 2nd St., Philadelphia, PA 19123"
"Foodery Roxborough","6148 Ridge Ave., Philadelphia, PA 19128"
"East Falls Beverage","4024 Ridge Ave., Philadelphia, PA 19129"
"LIBRARY WINE BAR & BISTRO","60 NORTH MAIN STREET, WALLINGFORD, CT"
"MOUNTAIN TOP LIQUOR","2121 MERIDEN ROAD, WOLCOTT, CT"
"BANTAM MARKET","793 BANTAM RD, BANTAM, CT"
"FITZSPIRITS ","342 STEPSTONE HILL ROAD, GUILFORD, CT"
"EAST SIDE SPIRIT SHOPPE ","825 EAST CENTER STREET, WALLINGFORD, CT"
"LAUREL CREST LIQUORS ","534 WOLCOTT ROAD, WOLCOTT, CT"
"Goat's Beard","4201 Main St., Manayunk, PA 19127"
"Taqueria Feliz","4410 Main St., Philadelphia, PA 19127"
"Ben Franklin Beer Distributor","27 S 2nd St., Philadelphia, PA 19106"
"WALLINGFORD WINE & SPIRIT","600 NORTH COLONY ROAD, WALLINGFORD, CT 06492"
"Stone's Beverage","1701 Fairmount, Philadelphia, PA 19130"
"OLA - WALLINGFORD ","728 NORTH COLONY ROAD, WALLINGFORD, CT"
"FRANCO'S WINE ","44 BOSTON POST ROAD, MADISON, CT"
"Whole Foods Center City","2101 Pennsylvania Ave., Philadelphia, PA 19130"
"Parkway Corner Deli","2201 Pennsylvania Ave, Philadelphia, PA 19130"
"MADISON WINE EXCHANGE ","188 BOSTON POST ROAD, MADISON, CT"
"Beer Heaven","1100 S Christopher Columbus Blvd., Philadelphia, PA 19148"
"Whole Foods South Street","929 South St., Philadelphia, PA 19147"
"IVES ROAD WINE AND SPIRIT ","20 IVES ROAD, WALLINGFORD, CT"
"The Foodery Sansom St.","1710 Sansom St, Philadelphia, PA 19103"
"The Foodery","1710 Sansom St, Philadelphia, PA 19103"
"Royal Tavern","937 E Passyunk Ave., Philadelphia, PA 19149"
"Wegmans","3900 Tilghman St, Allentown, PA"
"Bella Vista Beverage","755 S 11th St, Philadelphia, PA 19147"
"Beer Peddlers","1942 S Christopher Columbus Blvd., Philadelphia, PA 19148"
"Choice Deli","1642 South St., Philadelphia, PA 19146"
"South Philly Bottleshop","1248 S 10th St., Philadelphia, PA 19147"
"Van Loans Discount Beverage","327 Broadway, Port Ewen, NY"
"CONN BEVERAGE MART-WALLINGFORD","1070 NORTH COLONY STREET, WALLINGFORD, CT"
"Moore Beverage","601 Moore St., Philadelphia, PA 19148"
"Federal Beer Distributor","1440 Federal St., Philadelphia, PA 19146"
"American Sardine Bar","1800 Federal St., Philadelphia, PA 19146"
"La Scala's Birra","1700 E Passyunk Ave., Philadelphia, PA 19148"
"TOWNLINE DISCOUNT WINE & SPIRI ","1122 MERIDEN WATERBURY TPKE, CHESHIRE, CT"
"SLIDERS - PLANTSVILLE ","1219 SOUTH MAIN STREET, PLANTSVILLE, CT"
"GROG SHOP OF MERIDEN","1063 OLD COLONY ROAD, MERIDEN, CT"
"South Philadelphia Tap Room","1509 MIfflin St., Philadelphia, PA 19145"
"AT THE CORNER","3 WEST STREET, LITCHFIELD, CT 06759"
"SPIRITS OF MADISON ","142 SAMSON ROCK ROAD, MADISON, CT"
"CORNWALL PACKAGE","14 KENT RD, CORNWALL BRIDGE, CT"
"WINE THIEF OF MADISON (THE)","30 WALL STREET, MADISON, CT"
"MOXIE","52 WALL STREET, MADISON, CT"
"Bottle Shop at Local 44","4333 Spruce St, Philadelphia, PA 19104"
"SOUTH MAIN LIQUORS & WINE","857 SOUTH MAIN STREET, PLANTSVILLE, CT"
"ARTHUR'S CORDIAL SHOPPE","201 SOUTH BROAD STREET, MERIDEN, CT"
"SASSY LIQUORS","264 MERIDEN WATERBURY TPKE, SOUTHINGTON, CT"
"HOP HAUS ","28 WEST MAIN STREET, PLANTSVILLE, CT"
"BEVERAGE WORLD","566 B WEST MAIN STREET, MERIDEN, CT"
"VILLAGE LIQUOR - MERIDEN ","164 SCOTT STREET, MERIDEN, CT"
"THE AMSTERDAM","6380 MILL ST, RHINEBECK, NY 12572"
"TOWN & COUNTRY DISCOUNT-TERRYV","322 MAIN ST, TERRYVILLE, CT"
"BEER WORLD VII-LIBERTY","187 MILL ST  STE 1, LIBERTY, NY"
"Sunflower Natural Foods Market - Rhinebeck","24 Garden St, Rhinebeck, NY 12572"
"Kunda Beverage","349 S Henderson Rd, King of Prussia, PA 19406"
"King of Prussia Beer Outlet","175 N Henderson Rd, King of Prussia, PA 19406"
"NORTH MADISON WINE & SPIRITS ","518 OLD TOLL ROAD, NORTH MADISON, CT"
"KEEGAN ALES","20 St James St, Kingston, NY 12401"
"Nevulis Beverages","4041 PA-309, Schnecksville, PA 18078"
"BEER UNIVERSE-KINGSTON","403 WASHINGTON AVE, KINGSTON, NY 12401"
"YSI MINI MARKET ","31 PRATT STREET, MERIDEN, CT"
"Peconic Beverage","74 County Road 39, Southampton, NY"
"HAMMONASSETT PACKAGE STORE","1333 BOSTON POST ROAD, MADISON, CT 06443"
"SHARON PACKAGE","1 GAY ST, SHARON, CT"
"VALENCIA DISCOUNT LIQUOR ","1231 EAST MAIN STREET, MERIDEN, CT"
"VALENCIA LIQUOR SHOP INC","1231 1/2 EAST MAIN STREET, MERIDEN, CT"
"RICK'S WINE & SPIRIT","12 GAY STREET, SHARON, CT"
"BOB'S PACKAGE STORE","1426 EAST MAIN STREET, MERIDEN, CT"
"BOTTLE SHOP ","63 WEST MAIN STREET, CLINTON, CT"
"SOUTHINGTON WINE & SPIRITS ","235 QUEEN STREET, SOUTHINGTON, CT"
"BRISTOL LIQUOR OUTLET","15 MEMORIAL BLVD, BRISTOL, CT"
"TOWN & COUNTRY DISCOUNT LIQUOR","170 RIVERSIDE AVENUE, BRISTOL, CT 06010"
"Wegmans","1 Village Drive, King of Prussia, PA"
"WORLDWIDE WINE & SPIRITS","480 QUEEN STREET, SOUTHINGTON, CT"
"EAST MAIN STREET WINE & LIQUOR ","19 EAST MAIN STREET, CLINTON, CT"
"Beer World - Kingston","1221 Ulster Ave, Kingston, NY 12401"
"M&R - Southington","920 Queen Street, Southington, CT 06489"
"The Beer Yard","218 E. Lancaster Ave, Wayne, PA 19087"
"BURLINGTON AVE WINE & SPIRITS ","152 BURLINGTON AVENUE, BRISTOL, CT"
"GOSHEN WINE & SPIRITS","61 SHARON TURNPIKE, GOSHEN, CT 06756"
"JV WINE AND SPIRITS","184 ROUTE 81, KILLINGWORTH, CT"
"QUEEN STREET LIQUOR","1079 QUEEN STREET, SOUTHINGTON, CT"
"Wegmans","600 Commerce Drive, Collegeville, PA"
"Wayne Beverage","346 Lancaster Ave, Wayne, PA 19087"
"HAPPY HARRYS WINE AND LIQUOR","765 PINE STREET, BRISTOL, CT"
"NICK'S PACKAGE STORE ","535 FARMINGTON AVENUE, BRISTOL, CT"
"WESTBROOK LOBSTER ","346 EAST MAIN STREET, CLINTON, CT"
"BOTTLE STOP WINE & SPIRITS","1 S MAIN ST, TORRINGTON, CT"
"LIQUOR LAD","17 BURLINGTON ROAD, HARWINTON, CT 06791"
"EDGEWOOD WINE & SPIRITS","568 JEROME AVENUE, BRISTOL, CT 06010"
"GOOD SPIRITS","340 NORTH ELM STREET, TORRINGTON, CT"
"JERRY'S DISCOUNT LIQUORS ","658 STAFFORD AVENUE, BRISTOL, CT"
"TAVERN ON MAIN","4917 STATE ROUTE 52, JEFFERSONVILLE, NY"
"CRAZY BRUCE'S - BRISTOL ","1224 FARMINGTON AVENUE, BRISTOL, CT"
"TONY S DRIVE-IN PACKAGE STORE","446 BIRGE PARK RD, HARWINTON, CT 06791"
"Park Towne Beverage - Royersford","310 N Lewis Rd, Royersford, PA 19468"
"TURNPIKE LIQUORS ","1943 BERLIN TPKE, BERLIN, CT"
"CINDY'S WINE & SPIRITS ","688 BOSTON POST ROAD, WESTBROOK, CT"
"SLIDERS - MIDDLETOWN ","1265 SOUTH MAIN STREET, MIDDLETOWN, CT"
"SLIDERS - PLAINVILLE","88 NEW BRITAIN AVENUE, PLAINVILLE, CT"
"Springfield Beverage","608 Baltimore Pike, Springfield, PA 19064"
"CHEERS WINES AND SPIRITS ","125 NEW BRITAIN AVENUE, PLAINVILLE, CT"
"WINES & LIQUORS","349 WINSTED ROAD, TORRINGTON, CT"
"TORRINGFORD PACKAGE","1237 EAST MAIN STREET, TORRINGTON, CT"
"BIG Y - TORR","420 WINSTED ROAD, TORRINGTON, CT"
"CONN BEVERAGE MART -MIDDLETOWN ","955 WASHINGTON STREET, MIDDLETOWN, CT"
"INTERLAKEN INN","74 INTERLAKEN RD, LAKEVILLE, CT"
"HIGGANUM WINES & SPIRITS","968 KILLINGWORTH ROAD, HIGGANUM, CT"
"VALLEY WINES","276 SCOTT SWAMP ROAD, FARMINGTON, CT"
"NICKY G'S WINE & SPIRIT","833 WINSTED RD, TORRINGTON, CT"
"TOWN & COUNTRY DISCOUNT LIQUOR","383 FARMINGTON AVENUE, PLAINVILLE, CT"
"LOU'S WESTBROOK PACKAGE STORE ","1271 BOSTON POST ROAD, WESTBROOK, CT"
"JV'S TAPROOM ","393 FARMINGTON AVENUE, PLAINVILLE, CT"
"SUPER DISCOUNT LIQUOR","1923 E. MAIN ST, TORRINGTON, CT"
"WOODLAND RESTAURANT","192 SHARON RD, LAKEVILLE, CT"
"LIQUOR DEPOT - NEW BRITAIN ","687 WEST MAIN STREET, NEW BRITAIN, CT"
"BERLIN SPIRITS ","118 MILL STREET, BERLIN, CT"
"WINE CELLAR - MIDDLETOWN","346 SOUTH MAIN STREET, MIDDLETOWN, CT 06457"
"PETER S BOATHOUSE","349 MAIN STREET, LAKEVILLE, CT 06039"
"LAKEVILLE WINE","336 MAIN ST, LAKEVILLE, CT"
"LIQUOR WORLD - CROMWELL ","136 BERLIN ROAD, CROMWELL, CT"
"WOLFFER KITCHEN","29 MAIN STREET, SAG HARBOR, NY"
"Sag Harbor Beverage","89 Division St, Sag Harbor, NY"
"METRO SPIRITS","170 MAIN STREET, MIDDLETOWN, CT 06457"
"MAXIMUM BEVERAGE - FARMINGTON","285 MAIN STREET, FARMINGTON, CT"
"DISCOUNT PACKAGE STORE","112 BROAD STREET, NEW BRITAIN, CT"
"CELTIC CAVERN ","386 MAIN STREET, MIDDLETOWN, CT"
"ELI CANNONS TAP ROOM","695 MAIN STREET, MIDDLETOWN, CT"
"TAPHOUSE 150 ","150 SEBETHE DRIVE, CROMWELL, CT"
"STANN'S PACKAGE STORE ","1606 BOSTON POST ROAD, OLD SAYBROOK, CT"
"THE FROSTY MUG ","269 BEAVER STREET, NEW BRITAIN, CT"
"Sunflower Natural Foods Market - Woodstock","75 Mill Hill Rd, Woodstock, NY 12498"
"FALLS VILLAGE PACKAGE","36 RAILROAD ST, FALLS VILLAGE, CT 06031"
"WILLOWBROOK SPIRIT","2 WILLOWBROOK ROAD, CROMWELL, CT"
"Pinocchio's Restaurant","131 E Baltimore Ave, Media, PA 19063"
"COLONY","22 ROCK CITY RD, WOODSTOCK, NY"
"ALVARIUM BEER COMPANY","365 JOHN DOWNEY DRIVE, NEW BRITAIN, CT 06051"
"LIQUOR OUTLET - NEW BRITAIN ","244 ALLEN STREET, NEW BRITAIN, CT"
"BLUE HOUND COOKERY","107 MAIN STREET, IVORYTON, CT"
"TAP ROCK BEER BAR & REFUGE","81 SOUTH MAIN STREET, UNIONVILLE, CT"
"BOTTLE SHOP OF UNIONVILLE ","20 SOUTH MAIN STREET, UNIONVILLE, CT"
"CROMWELL SQUARE WINE & LIQUOR","51 SHUNPIKE ROAD, CROMWELL, CT 06416"
"HI-WAY PACKAGE STORE","18 KILLINGWORTH ROAD, HIGGANUM, CT 06441"
"TERI'S PACKAGE STORE","8 KILLINGWORTH ROAD, HIGGANUM, CT"
"STEW LEONARDS - NEWINGTON ","3475 BERLIN TPKE, NEWINGTON, CT"
"LABONNES -SALIS","22 ACADEMY STREET, SALISBURY, CT"
"BROOKSIDE PACKAGE STORE","1015 EAST STREET, NEW BRITAIN, CT"
"PORTLAND DISCOUNT LIQUORS ","348 MARLBOROUGH STREET, PORTLAND, CT"
"WOOD N TAP - NEWINGTON","3375 BERLIN TPKE, NEWINGTON, CT"
"SALISBURY WINES","25 MAIN STREET, SALISBURY, CT"
"M&R - Farmington","838 Farmington Ave, Farmington, CT 06032"
"Wegmans","50 Foundry Way, Malvern, PA"
"CORDIAL SHOPPE FINE WINES AND ","950 BOSTON POST ROAD, OLD SAYBROOK, CT"
"ESSEX WINE & SPIRITS ","125 WESTBROOK ROAD, ESSEX, CT"
"Frank Smith Beverages","180 Shoemaker Rd, Pottstown, PA 19464"
"Smith Beverages","180 Shoemaker Rd, Pottstown, PA 19464"
"CONN BEVERAGE MART - NEWINGTON ","3127 BERLIN TPKE, NEWINGTON, CT"
"PARADISE WINES & SPIRITS ","105 ELM STREET, OLD SAYBROOK, CT"
"Old Colony Package Store","276 MAIN ST, OLD SAYBROOK, CT"
"SEASIDE WINE & SPIRITS ","118 MAIN STREET, OLD SAYBROOK, CT"
"CHESTER PACKAGE","1 NORTH MAIN STREET, CHESTER, CT"
"RIVER TAVERN","23 MAIN STEET, CHESTER, CT 06412"
"SHORE DISCOUNT LIQ -DEEP RIVER ","211 MAIN STREET, DEEP RIVER, CT"
"CENTERBROOK PACKAGE STORE ","33 MAIN STREET, CENTERBROOK, CT"
"ADAMS - DEEP RIVER","183 MAIN STREET, DEEP RIVER, CT 06417"
"THAT'S THE SPIRIT SHOPPE","18 PLAINS ROAD, ESSEX, CT"
"Beer Store - Malvern","215 Lancaster Ave, Malvern, PA 19355"
"CENTER SPIRIT SHOPPE ","32 BRIDGE STREET, COLLINSVILLE, CT"
"TONY'S PACKAGE STORE ","95 BRIDGE STREET, HADDAM, CT"
